Component_1,Smiles_1,Component_2,Smiles_2,T_EP,mu_1,log10_1,FreeE_1,H_int_1,H_MF_1,H_HB_1,H_vdW_1,mu_2,log10_2,FreeE_2,H_int_2,H_MF_2,H_HB_2,H_vdW_2
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],417.18,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.52,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],334.55,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],338.42,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],345.92,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.68,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],364.75,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],371.42,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],376.42,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],383.62,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],387.88,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],391.75,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],395.18,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malonic Acid,O=C(O)CC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],285.15,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],547.75,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],496.65,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],438.88,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],377.52,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],332.52,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],353.58,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],364.48,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],377.85,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],391.75,-4.13921,-3.37642,-262205.60995,-11.19099,2.01151,-8.20215,-5.00035,0.61961,-14.03491,-495310.38963,-12.93385,4.3855,-8.94807,-8.37128
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],541.5,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],497.3,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],447.5,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],408.6,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],371.7,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],315.2,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],312.3,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Betaine,C[N+](C)(C)CC(=O)[O-],310.1,-6.07911,-0.97233,-293992.20575,-9.85596,3.00693,-2.69516,-10.16774,3.63762,-9.8298,-252577.20566,-5.93974,5.62415,-4.65986,-6.90403
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],529.3,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],463.4,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],418.5,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],376.8,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],335.1,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],316.3,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],315.7,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],316.9,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],322.4,-5.49898,-0.54688,-293991.62562,-9.18638,3.10104,-1.97086,-10.31656,2.16621,-12.90067,-495308.84302,-7.00958,5.29622,-3.41426,-8.89155
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,321.0,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,319.4,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,317.7,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,314.7,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,312.5,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,309.1,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,304.9,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,301.2,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,309.9,-6.20921,-1.06774,-293992.33585,-11.3096,1.41021,-2.45614,-10.26366,-10.81492,-4.36145,-442807.11263,-19.73177,2.04951,-3.55227,-18.22902
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Hydroquinone ,Oc1ccc(O)cc1,398.5,-6.32475,-1.15248,-293992.45138,-11.44366,1.95195,-3.37119,-10.02442,-2.12676,-1.70883,-240239.85455,-9.79083,2.20483,-5.63958,-6.35609
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,302.15,-6.28064,-1.12013,-293992.40728,-11.26817,1.69784,-2.86776,-10.09825,-5.70702,-3.25017,-412235.06822,-12.98736,2.69356,-3.56566,-12.11525
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,312.22,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,307.23,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,304.33,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.62,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.64,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,291.32,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.07,-6.29867,-1.13336,-293992.42531,-11.41541,1.52889,-2.80282,-10.14149,-7.41013,-2.73759,-390588.13558,-15.20237,2.35251,-3.65924,-13.89564
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,324.97,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,322.84,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,319.74,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,317.1,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,314.17,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,310.93,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,303.76,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,296.17,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,306.35,-6.31003,-1.14169,-293992.43667,-11.45803,1.49346,-2.79181,-10.15968,-8.58641,-3.67366,-439941.63964,-16.98918,2.48794,-3.57346,-15.90366
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,330.1,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,328.9,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,327.3,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,325.1,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,322.3,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,318.9,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,313.4,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,307.8,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,309.0,-6.20654,-1.06579,-293992.33318,-11.31284,1.39112,-2.43215,-10.27182,-12.03056,-5.31589,-492160.66835,-21.63504,2.14444,-3.52804,-20.25144
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,308.53,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,308.61,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,317.07,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,322.82,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,325.36,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,327.3,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,329.91,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,332.2,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,333.43,-6.313,-1.14386,-293992.43963,-11.48406,1.46303,-2.77151,-10.17558,-9.79211,-4.61753,-489295.17898,-18.86439,2.608,-3.53988,-17.93251
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,315.35,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,309.65,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,303.95,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,296.93,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,290.35,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,284.21,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,291.67,-6.22932,-1.0825,-293992.35596,-11.09332,1.87566,-2.92989,-10.03909,-3.52352,-1.53235,-313527.57792,-9.60427,2.44644,-3.34609,-8.70461
