Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,mu_c05#1,log10_c05#1,FreeE_c05#1,H_int_c05#1,H_MF_c05#1,H_HB_c05#1,H_vdW_c05#1,mu_c05#2,log10_c05#2,FreeE_c05#2,H_int_c05#2,H_MF_c05#2,H_HB_c05#2,H_vdW_c05#2
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.85,0.503,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],324.2,0.554,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],316.05,0.589,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],313.2,0.655,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],313.38,0.703,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],315.88,0.802,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],316.48,0.9,-7.29164,-2.65069,-390588.01709,-13.32081,4.12395,-3.42006,-14.0247,2.2888,-12.81076,-495308.72043,-8.35084,5.196,-4.76857,-8.77826
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,338.64,0.10060000000000002,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,331.8,0.19920000000000004,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,325.03,0.2923,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,316.65,0.39770000000000005,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,312.78,0.4959,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,308.39,0.7,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,312.46,0.8932,-7.32316,-2.6738,-390588.0486,-14.73239,2.55436,-3.52879,-13.75796,-5.63205,-3.19519,-412234.99325,-12.63235,2.69791,-3.29583,-12.03443
Lauric Acid,CCCCCCCCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,279.15,0.57,-8.43979,-3.49271,-390589.16523,-16.46434,2.97951,-5.58818,-13.85567,-5.16253,-6.3556,-459171.51645,-16.21325,3.73819,-6.35447,-13.59697
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,325.72,0.1004,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,323.24,0.1997,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,319.37,0.3002,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,316.37,0.4001,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,310.96,0.5002,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,310.42,0.6002,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,309.68,0.65,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,308.85,0.7001,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,310.61,0.7996,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,315.03,0.8996,-7.35076,-2.69405,-390588.07621,-14.97331,2.33147,-3.47126,-13.83351,-8.5188,-3.62407,-439941.57203,-16.66176,2.52596,-3.38302,-15.8047
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,333.95,0.1001,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,331.76,0.2,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,329.19,0.3,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,326.06,0.4,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,321.88,0.5,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,314.39,0.5999,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,313.89,0.6998,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,310.44,0.7998,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,310.64,0.8481,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,313.5,0.8968,-7.34736,-2.69155,-390588.07281,-15.0154,2.29182,-3.44816,-13.85906,-9.71931,-4.56415,-489295.10618,-18.51848,2.65697,-3.34933,-17.82612
Lauric Acid,CCCCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,327.25,0.33487297154651485,-7.56169,-2.84874,-390588.28713,-14.87044,2.84911,-3.91942,-13.80013,-6.21369,-5.86965,-519468.58948,-16.36973,3.67996,-5.59392,-14.45577
Lauric Acid,CCCCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,352.15,0.5042680912987672,-7.56169,-2.84874,-390588.28713,-14.87044,2.84911,-3.91942,-13.80013,-6.21369,-5.86965,-519468.58948,-16.36973,3.67996,-5.59392,-14.45577
Lauric Acid,CCCCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,289.04999999999995,0.7512953303546605,-7.56169,-2.84874,-390588.28713,-14.87044,2.84911,-3.91942,-13.80013,-6.21369,-5.86965,-519468.58948,-16.36973,3.67996,-5.59392,-14.45577
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,341.47,0.1003,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,339.38,0.1994,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,337.16,0.2999,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,334.86,0.4005,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,331.93,0.4999,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,328.53,0.6007,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,322.13,0.7002,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,316.17,0.7999,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,312.31,0.8485,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,313.04,0.8999,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,316.23,0.9499,-7.34236,-2.68789,-390588.0678,-15.04069,2.25907,-3.41676,-13.883,-10.93272,-5.49718,-538648.66194,-20.45546,2.76536,-3.39098,-19.82984
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,318.22,0.1,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,311.6,0.21,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,306.96,0.3,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,303.22,0.4,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,301.54,0.45,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,304.76,0.6,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,309.36,0.7,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,311.51,0.8,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Lauric Acid,CCCCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,314.17,0.9,-7.44555,-2.76356,-390588.17099,-15.15547,2.44568,-3.76874,-13.83241,-4.71435,-0.98193,-291723.84523,-9.12336,2.11332,-1.60143,-9.63524
Levulinic acid,CC(=O)CCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],278.15,0.6666666666666666,-2.1535,-2.90044,-264319.41497,-7.02157,3.63645,-4.07138,-6.58664,1.52541,-13.37061,-495309.48382,-8.2005,5.37174,-4.9742,-8.59804
Levulinic acid,CC(=O)CCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],262.0,0.75,-2.1535,-2.90044,-264319.41497,-7.02157,3.63645,-4.07138,-6.58664,1.52541,-13.37061,-495309.48382,-8.2005,5.37174,-4.9742,-8.59804
Levulinic acid,CC(=O)CCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],263.0,0.8,-2.1535,-2.90044,-264319.41497,-7.02157,3.63645,-4.07138,-6.58664,1.52541,-13.37061,-495309.48382,-8.2005,5.37174,-4.9742,-8.59804
Levulinic acid,CC(=O)CCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],263.2,0.8333333333333334,-2.1535,-2.90044,-264319.41497,-7.02157,3.63645,-4.07138,-6.58664,1.52541,-13.37061,-495309.48382,-8.2005,5.37174,-4.9742,-8.59804
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,DL-camphor,CC12CCC(CC1=O)C2(C)C,307.0,0.5,-4.4134,-5.80621,-459170.76732,-11.33955,4.77497,-2.49985,-13.61467,-3.73133,-0.47405,-292471.95228,-6.16772,2.83273,-0.10112,-8.89932
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,246.15,0.5,-5.32108,-6.47188,-459171.675,-16.3334,3.83272,-6.54912,-13.617,-6.96138,-4.17008,-412236.32258,-14.74754,3.16248,-5.77453,-12.13549
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O,291.35,0.43,-4.39895,-5.79561,-459170.75287,-11.63542,4.41852,-2.45734,-13.5966,-5.14491,-2.81055,-456427.06066,-8.47197,3.16664,-0.06114,-11.57747
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,316.15,0.5,-5.06412,-6.28343,-459171.41804,-16.31566,3.59698,-6.28209,-13.63055,-11.98099,-6.26595,-538649.71021,-21.91546,3.47631,-5.52312,-19.86865
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,303.15,0.5,-4.4614,-5.84141,-459170.81532,-12.04114,4.31735,-2.72047,-13.63801,-6.61941,-6.10223,-531068.92742,-12.81172,4.48916,-1.11427,-16.18662
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Capric Acid,CCCCCCCCCC(=O)O,294.05,0.333333333,-6.14381,0.62954,-245229.97364,-8.21064,1.44419,-0.0025,-9.65232,-6.10451,-1.73578,-341234.51318,-12.95699,2.22114,-3.23074,-11.94739
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Capric Acid,CCCCCCCCCC(=O)O,287.45,0.5,-6.14381,0.62954,-245229.97364,-8.21064,1.44419,-0.0025,-9.65232,-6.10451,-1.73578,-341234.51318,-12.95699,2.22114,-3.23074,-11.94739
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Capric Acid,CCCCCCCCCC(=O)O,280.95,0.666666667,-6.14381,0.62954,-245229.97364,-8.21064,1.44419,-0.0025,-9.65232,-6.10451,-1.73578,-341234.51318,-12.95699,2.22114,-3.23074,-11.94739
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Myristic Acid,CCCCCCCCCCCCCC(=O)O,324.75,0.333333333,-6.18998,0.59568,-245230.01981,-8.32643,1.35451,-0.00231,-9.67863,-8.46902,-3.58756,-439941.52225,-16.53183,2.49507,-3.08413,-15.94276
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Myristic Acid,CCCCCCCCCCCCCC(=O)O,320.85,0.5,-6.18998,0.59568,-245230.01981,-8.32643,1.35451,-0.00231,-9.67863,-8.46902,-3.58756,-439941.52225,-16.53183,2.49507,-3.08413,-15.94276
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,Myristic Acid,CCCCCCCCCCCCCC(=O)O,320.65,0.666666667,-6.18998,0.59568,-245230.01981,-8.32643,1.35451,-0.00231,-9.67863,-8.46902,-3.58756,-439941.52225,-16.53183,2.49507,-3.08413,-15.94276
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,202.15,0.5,-9.81547,-5.34505,-537100.0054,-19.08773,3.78542,-5.51018,-17.36297,-5.16752,-6.35927,-459171.52145,-16.18938,3.72992,-6.2963,-13.623
Malic Acid,O=C(O)CC(O)C(=O)O,Alanine,CC([NH3+])C(=O)[O-],318.15,0.5,-3.98281,-6.19829,-334103.86388,-17.92051,2.37436,-14.76856,-5.5263,-2.68109,-14.24848,-203254.12968,-19.31515,1.9533,-16.13552,-5.13294
Malic Acid,O=C(O)CC(O)C(=O)O,Betaine,C[N+](C)(C)CC(=O)[O-],318.15,0.5,-6.50438,-8.04755,-334106.38545,-18.97206,2.73943,-15.99621,-5.71528,0.89607,-11.84038,-252579.94721,-16.68593,4.21576,-14.36419,-6.53751
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],570.35,0.05,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],538.38,0.1,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],505.68,0.151,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],474.48,0.201,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],441.62,0.251,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],417.18,0.3,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.52,0.4,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],334.55,0.45,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],338.42,0.5,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],345.92,0.549,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.68,0.601,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],364.75,0.649,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],371.42,0.699,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],376.42,0.751,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],383.62,0.8,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],387.88,0.85,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],391.75,0.899,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
Malic Acid,O=C(O)CC(O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],395.18,0.944,-4.97785,-6.92803,-334104.85892,-16.00639,2.54069,-12.48912,-6.05796,0.51331,-14.11286,-495310.49593,-13.71425,4.37247,-9.74616,-8.34055
