Component_1,Smiles_1,H_1,T_1,Component_2,Smiles_2,H_2,T_2,T_EP,X_1
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,310.15,0.75
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,304.68,0.79
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,299.28,0.85
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,300.20,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,303.08,0.95
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Phenylpropionic Acid,O=C(O)CCc1ccccc1,32.70,321.10,288.09,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,355.95,0.21
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,370.25,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,288.55,0.74
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,340.66,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,338.62,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,336.62,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,334.28,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,330.81,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,327.79,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,324.43,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,317.93,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,305.78,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,301.72,0.95
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,318.01,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,314.51,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,306.47,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,301.49,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,294.95,0.45
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,287.84,0.51
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,289.87,0.55
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,292.35,0.64
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,293.36,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,301.25,0.90
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,298.54,0.20
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,294.98,0.30
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,291.21,0.40
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,286.84,0.50
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,280.63,0.60
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,278.36,0.70
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,281.91,0.80
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,285.96,0.90
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,313.15,0.13
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,310.15,0.17
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,307.15,0.25
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,301.15,0.33
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,299.15,0.40
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,294.15,0.50
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,290.15,0.57
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,285.15,0.67
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,282.15,0.75
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,283.15,0.80
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,284.15,0.86
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,285.15,0.90
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,301.09,0.16
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,295.81,0.20
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,285.87,0.31
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,275.80,0.39
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,265.57,0.44
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,267.57,0.47
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,268.65,0.50
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,273.22,0.60
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,277.54,0.70
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,281.42,0.80
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,284.76,0.90
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,312.05,0.20
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,302.51,0.30
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,296.95,0.40
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,284.16,0.50
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,274.98,0.59
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,275.45,0.70
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,280.16,0.80
Caprylic Acid,CCCCCCCC(=O)O,19.80,288.20,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,285.13,0.90
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,586.90,0.10
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,563.60,0.20
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,525.70,0.31
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,497.70,0.40
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,473.40,0.50
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,493.60,0.58
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,520.00,0.69
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,541.80,0.80
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,567.50,0.90
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,598.80,0.11
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,568.60,0.20
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,537.20,0.30
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,510.00,0.38
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,473.80,0.49
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,483.60,0.59
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,503.80,0.70
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,513.60,0.76
ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,[NH4]Cl,[Cl-].[NH4+],10.38,632.20,539.90,0.88
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,557.85,0.05
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,512.35,0.10
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,478.98,0.15
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,431.68,0.20
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,387.12,0.25
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,343.55,0.31
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,348.98,0.40
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,356.75,0.45
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,364.05,0.50
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,370.98,0.55
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,379.48,0.60
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,384.02,0.65
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,393.48,0.70
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,397.98,0.75
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,404.48,0.80
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,411.35,0.85
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,418.28,0.90
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,41.84,428.56,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,423.15,0.94
Cyclohexanecarboxylic Acid,O=C(O)C1CCCCC1,10.69,299.40,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,265.00,0.50
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,308.18,0.10
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,298.90,0.20
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,289.19,0.30
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,275.46,0.40
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,262.12,0.50
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,273.43,0.70
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,278.69,0.80
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,16.96,291.30,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,283.54,0.90
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,549.50,0.10
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,512.20,0.20
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,494.30,0.30
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,468.40,0.40
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,448.60,0.50
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,413.40,0.60
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,384.00,0.70
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,393.80,0.80
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,415.90,0.90
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,516.90,0.10
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,468.30,0.20
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,416.70,0.30
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,372.30,0.40
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,328.70,0.50
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,340.40,0.61
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,368.90,0.70
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,394.20,0.80
DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,429.60,0.90
D-Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,52.23,440.66,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,385.15,0.50
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],13.90,633.00,346.10,0.55
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,340.69,0.40
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,273.15,0.33
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,263.15,0.40
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,257.15,0.50
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,265.15,0.60
Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,303.15,0.67
Ethylammonium chloride,CC[NH3+].[Cl-],5.50,381.15,Urea,NC(N)=O,14.60,405.85,302.15,0.60
Ethylene Glycol,OCCO,9.96,260.60,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,8.88,362.62,296.15,0.67
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,259.85,0.75
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,249.75,0.80
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,255.65,0.83
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,259.85,0.75
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,249.75,0.80
Ethylene Glycol,OCCO,9.96,260.60,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,255.65,0.83
Ethylene Glycol,OCCO,9.96,260.60,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,248.22,0.33
Ethylene Glycol,OCCO,9.96,260.60,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,243.02,0.67
Ethylene Glycol,OCCO,9.96,260.60,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,242.27,0.75
Ethylene Glycol,OCCO,9.96,260.60,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,256.31,0.80
Ethylene Glycol,OCCO,9.96,260.60,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,424.32,0.33
Ethylene Glycol,OCCO,9.96,260.60,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,322.17,0.67
Ethylene Glycol,OCCO,9.96,260.60,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,321.06,0.75
Ethylene Glycol,OCCO,9.96,260.60,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,333.50,0.83
Ethylene Glycol,OCCO,9.96,260.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,262.28,0.67
Ethylene Glycol,OCCO,9.96,260.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,265.19,0.75
Ethylene Glycol,OCCO,9.96,260.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,236.71,0.80
Ethylene Glycol,OCCO,9.96,260.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,237.71,0.83
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,352.08,0.50
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,322.42,0.60
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,288.80,0.64
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,230.03,0.67
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,226.90,0.75
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,223.81,0.80
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,224.60,0.83
Ethylene Glycol,OCCO,9.96,260.60,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,269.37,0.89
Ethylene Glycol,OCCO,9.96,260.60,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,242.15,0.67
Ethylene Glycol,OCCO,9.96,260.60,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,248.96,0.75
Ethylene Glycol,OCCO,9.96,260.60,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,250.90,0.75
Ethylene Glycol,OCCO,9.96,260.60,"N,N-Diethylethanolammonium chloride",CC[NH+](CC)CCO.[Cl-],,408.15,251.48,0.80
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,310.15,0.29
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,283.15,0.33
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,286.15,0.40
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,293.15,0.50
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,301.15,0.60
Fructose,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,33.00,386.75,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,306.15,0.67
