Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,PD,Type,groups
ChCl,[N1111]Cl,C[N+](C)(C)CCO.[Cl-],C[N+](C)(C)C.[Cl-],0.9,567.5,Yes,IL mixture,65.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.1,598.8,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.2,568.6,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.3,537.2,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.4,510.0,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.5,473.8,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.6,483.6,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.7,503.8,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.75,513.6,Yes,IL mixture,66.0
ChCl,[NH4]Cl,C[N+](C)(C)CCO.[Cl-],[Cl-].[NH4+],0.9,539.9,Yes,IL mixture,66.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,512.35,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,478.98,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,431.68,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,387.12,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,343.55,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,348.98,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,356.75,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,364.05,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,370.98,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,379.48,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,384.02,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,393.48,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.75,397.98,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,404.48,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,411.35,Yes,Type III,67.0
Citric Acid,ChCl,O=C(O)CC(O)(CC(=O)O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,418.28,Yes,Type III,67.0
Cyclohexanecarboxylic Acid,Menthol,O=C(O)C1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,265.0,No,Type V,68.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,308.182,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,298.9,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,289.19,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.4,275.455,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,262.12,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.7,273.434,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8,278.687,Yes,Type V,69.0
Cyclohexylpropionic Acid,Menthol,O=C(O)CCC1CCCCC1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.9,283.535,Yes,Type V,69.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.1,549.5,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.2,512.2,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.3,494.3,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.4,468.4,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.5,448.6,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.6,413.4,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.7,384.0,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.8,393.8,Yes,Type III,70.0
DL-camphor,Betaine,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CC(=O)[O-],0.9,415.9,Yes,Type III,70.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.1,516.9,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.2,468.3,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.3,416.7,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.4,372.3,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.5,328.7,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.6,340.4,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.7,368.9,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.8,394.2,Yes,Type III,71.0
DL-camphor,ChCl,CC12CCC(CC1=O)C2(C)C,C[N+](C)(C)CCO.[Cl-],0.9,429.6,Yes,Type III,71.0
D-Mannitol,ChCl,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.5,385.15,No,Type III,72.0
Erythritol,[N3333]Br,OC[C@H](O)[C@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.4,377.3,Yes,Type III,73.0
Erythritol,[N3333]Br,OC[C@H](O)[C@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.5,363.3,Yes,Type III,73.0
Erythritol,[N3333]Br,OC[C@H](O)[C@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.6,347.8,Yes,Type III,73.0
Erythritol,[N3333]Br,OC[C@H](O)[C@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.7,376.6,Yes,Type III,73.0
Erythritol,[N3333]Br,OC[C@H](O)[C@H](O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.8,385.2,Yes,Type III,73.0
Erythritol,ChCl,OC[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.35,273.15,No,Type III,74.0
Erythritol,ChCl,OC[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.4,263.15,No,Type III,74.0
Erythritol,ChCl,OC[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.5,257.15,No,Type III,74.0
Erythritol,ChCl,OC[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.6,265.15,No,Type III,74.0
Erythritol,ChCl,OC[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.65,303.15,No,Type III,74.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.25,342.193,Yes,Type III,75.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.35,318.541,Yes,Type III,75.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.4,300.454,Yes,Type III,75.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.5,303.237,Yes,Type III,75.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.65,319.237,Yes,Type III,75.0
Ethylammonium chloride,Urea,CC[NH3+].[Cl-],NC(N)=O,0.75,332.107,Yes,Type III,75.0
Ethylene Glycol,[Ch][OAc],OCCO,CC(=O)[O-].C[N+](C)(C)CCO,0.65,296.15,No,Type III,76.0
Ethylene Glycol,[N3333]Br,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.75,259.85,No,Type III,77.0
Ethylene Glycol,[N3333]Br,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.8,249.75,No,Type III,77.0
Ethylene Glycol,[N3333]Br,OCCO,CCC[N+](CCC)(CCC)CCC.[Br-],0.85,255.65,No,Type III,77.0
Ethylene Glycol,[N3333]Cl,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.75,259.85,No,Type III,78.0
Ethylene Glycol,[N3333]Cl,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.8,249.75,No,Type III,78.0
Ethylene Glycol,[N3333]Cl,OCCO,CCC[N+](CCC)(CCC)CCC.[Cl-],0.85,255.65,No,Type III,78.0
Ethylene Glycol,[N4444]Br,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.65,248.22,No,Type III,79.0
Ethylene Glycol,[N4444]Cl,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.65,243.02,No,Type III,80.0
Ethylene Glycol,[N4444]Cl,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.75,242.27,No,Type III,80.0
Ethylene Glycol,[N4444]Cl,OCCO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,256.31,No,Type III,80.0
Ethylene Glycol,Benzyltriphenylphosphonium chloride,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.35,424.32,No,Type III,81.0
Ethylene Glycol,Benzyltriphenylphosphonium chloride,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.65,322.17,No,Type III,81.0
Ethylene Glycol,Benzyltriphenylphosphonium chloride,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.75,321.06,No,Type III,81.0
Ethylene Glycol,Benzyltriphenylphosphonium chloride,OCCO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.85,333.5,No,Type III,81.0
Ethylene Glycol,ChCl,OCCO,C[N+](C)(C)CCO.[Cl-],0.65,262.28,No,Type III,82.0
Ethylene Glycol,ChCl,OCCO,C[N+](C)(C)CCO.[Cl-],0.75,265.19,No,Type III,82.0
Ethylene Glycol,ChCl,OCCO,C[N+](C)(C)CCO.[Cl-],0.8,236.71,No,Type III,82.0
Ethylene Glycol,ChCl,OCCO,C[N+](C)(C)CCO.[Cl-],0.85,237.71,No,Type III,82.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.5,352.08,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.6,322.42,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.65,230.03,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.75,226.9,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.8,223.81,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.85,224.6,No,Type III,83.0
Ethylene Glycol,Methyltriphenylphosphonium bromide,OCCO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.9,269.37,No,Type III,83.0
Ethylene Glycol,"N,N-Diethylethanolammonium chloride",OCCO,CC[NH+](CC)CCO.[Cl-],0.65,242.15,No,Type III,84.0
Ethylene Glycol,"N,N-Diethylethanolammonium chloride",OCCO,CC[NH+](CC)CCO.[Cl-],0.75,250.9,No,Type III,84.0
Ethylene Glycol,"N,N-Diethylethanolammonium chloride",OCCO,CC[NH+](CC)CCO.[Cl-],0.8,251.48,No,Type III,84.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,310.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.35,283.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,286.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,293.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,301.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.65,306.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.7,309.15,No,Type III,85.0
Fructose,ChCl,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.75,313.15,No,Type III,85.0
Furfuryl alcohol,ChCl,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.75,237.4,No,Type III,86.0
Furfuryl alcohol,ChCl,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.8,238.6,No,Type III,86.0
Furfuryl alcohol,ChCl,OCc1ccco1,C[N+](C)(C)CCO.[Cl-],0.85,239.4,No,Type III,86.0
Gallic acid,ChCl,O=C(O)c1cc(O)c(O)c(O)c1,C[N+](C)(C)CCO.[Cl-],0.35,350.15,No,Type III,87.0
Glucose,ChCl,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,317.15,No,Type III,88.0
Glucose,ChCl,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.35,288.15,No,Type III,88.0
Glucose,ChCl,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,297.15,No,Type III,88.0
Glucose,ChCl,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,304.15,No,Type III,88.0
Glucose,ChCl,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,312.15,No,Type III,88.0
Glutamic acid,ChCl,[NH3+][C@@H](CCC(=O)O)C(=O)[O-],C[N+](C)(C)CCO.[Cl-],0.65,286.15,No,Type III,89.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.4,393.2,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.45,363.2,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.5,338.2,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.55,328.2,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.6,307.5,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.65,327.1,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.7,340.9,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.75,348.1,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.8,355.6,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.85,364.5,Yes,Type III,90.0
Glutaric Acid,[N2222]Br,O=C(O)CCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.9,367.4,Yes,Type III,90.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,539.75,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,504.28,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,475.42,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,444.45,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,418.72,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,396.78,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,372.65,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,342.85,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,304.55,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,311.15,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,320.45,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,326.58,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,333.48,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.75,341.02,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,345.38,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,352.58,Yes,Type III,91.0
Glutaric Acid,ChCl,O=C(O)CCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,358.68,Yes,Type III,91.0
Glycerol,[Ch][OAc],OCC(O)CO,CC(=O)[O-].C[N+](C)(C)CCO,0.5,293.15,No,Type III,92.0
Glycerol,[Ch][OAc],OCC(O)CO,CC(=O)[O-].C[N+](C)(C)CCO,0.55,287.15,No,Type III,92.0
Glycerol,[Ch][OAc],OCC(O)CO,CC(=O)[O-].C[N+](C)(C)CCO,0.6,286.15,No,Type III,92.0
Glycerol,[Ch][OAc],OCC(O)CO,CC(=O)[O-].C[N+](C)(C)CCO,0.65,296.15,No,Type III,92.0
Glycerol,[Ch][OAc],OCC(O)CO,CC(=O)[O-].C[N+](C)(C)CCO,0.75,293.15,No,Type III,92.0
Glycerol,[N3333]Br,OCC(O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.65,258.15,No,Type III,93.0
Glycerol,[N3333]Br,OCC(O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.75,257.05,No,Type III,93.0
Glycerol,[N3333]Br,OCC(O)CO,CCC[N+](CCC)(CCC)CCC.[Br-],0.8,268.45,No,Type III,93.0
Glycerol,[N4444]Br,OCC(O)CO,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.8,249.09,No,Type III,94.0
Glycerol,[N4444]Cl,OCC(O)CO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.75,231.51,No,Type III,95.0
Glycerol,[N4444]Cl,OCC(O)CO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,230.54,No,Type III,95.0
Glycerol,[N4444]Cl,OCC(O)CO,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.85,230.37,No,Type III,95.0
Glycerol,Benzyltriphenylphosphonium chloride,OCC(O)CO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.65,328.91,No,Type III,96.0
Glycerol,Benzyltriphenylphosphonium chloride,OCC(O)CO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.85,323.51,No,Type III,96.0
Glycerol,Benzyltriphenylphosphonium chloride,OCC(O)CO,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.9,334.39,No,Type III,96.0
Glycerol,ChCl,OCC(O)CO,C[N+](C)(C)CCO.[Cl-],0.5,281.18,No,Type III,97.0
Glycerol,ChCl,OCC(O)CO,C[N+](C)(C)CCO.[Cl-],0.65,237.0,No,Type III,97.0
Glycerol,ChCl,OCC(O)CO,C[N+](C)(C)CCO.[Cl-],0.75,240.5,No,Type III,97.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.35,353.58,No,Type III,98.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.5,348.75,No,Type III,98.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.6,316.71,No,Type III,98.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.65,269.12,No,Type III,98.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.75,267.6,No,Type III,98.0
Glycerol,Methyltriphenylphosphonium bromide,OCC(O)CO,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.8,288.9,No,Type III,98.0
Glycerol,"N,N-Diethylethanolammonium chloride",OCC(O)CO,CC[NH+](CC)CCO.[Cl-],0.65,271.82,No,Type III,99.0
Glycerol,"N,N-Diethylethanolammonium chloride",OCC(O)CO,CC[NH+](CC)CCO.[Cl-],0.75,274.85,No,Type III,99.0
Glycerol,"N,N-Diethylethanolammonium chloride",OCC(O)CO,CC[NH+](CC)CCO.[Cl-],0.8,275.15,No,Type III,99.0
Glycerol,Phenformin,OCC(O)CO,NC(N)=NC(N)=NCCc1ccccc1,0.65,204.15,No,Type V,100.0
Glycerol,Ranitidine,OCC(O)CO,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.65,186.15,No,Type V,101.0
Glycerol,Tetracycline,OCC(O)CO,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.65,335.15,No,Type V,102.0
Glycerol,Ticlopidine,OCC(O)CO,Clc1ccccc1CN1CCc2sccc2C1,0.65,340.15,No,Type V,103.0
Glycolic Acid,Betaine,O=C(O)CO,C[N+](C)(C)CC(=O)[O-],0.5,257.99,Yes,Type III,104.0
Glycolic Acid,Betaine,O=C(O)CO,C[N+](C)(C)CC(=O)[O-],0.6,248.31,Yes,Type III,104.0
Glycolic Acid,Betaine,O=C(O)CO,C[N+](C)(C)CC(=O)[O-],0.65,237.15,Yes,Type III,104.0
Glycolic Acid,Betaine,O=C(O)CO,C[N+](C)(C)CC(=O)[O-],0.7,246.38,Yes,Type III,104.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.1,532.58,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.15,504.58,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.2,477.55,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.25,450.18,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.3,420.15,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.35,387.98,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.4,364.15,Yes,Type III,105.0
Glycolic Acid,ChCl,O=C(O)CO,C[N+](C)(C)CCO.[Cl-],0.45,335.38,Yes,Type III,105.0
